Token	NER
buena	O
o	O
mala	O
al	O
fin	O
se	O
acaba	O
Pero	O
cómo	O
me	O
olvidaba	O
viendo	O
que	O
os	O
habéis	O
de	O
holgar	O
de	O
pediros	O
que	O
me	O
deis	O
el	O
parabién	O
de	O
una	O
boda	O
para	O
que	O
mi	O
casa	O
toda	O
con	O
vuestra	O
persona	O
honréis	O
Habeisos	O
casado	O
No	O
aunque	O
en	O
Madrid	B-LOC
bien	O
pudiera	O
pues	O
hay	O
virtud	O
que	O
me	O
diera	O
más	O
honra	O
que	O
tengo	O
yo	O
Mirad	O
qué	O
prenda	O
en	O
mi	O
casa	O
puede	O
casarse	O
tan	O
bien	O
Bien	O
merece	O
el	O
parabién	O
si	O
vuestra	O
hermana	O
se	O
casa	O
que	O
es	O
un	O
ángel	O
en	O
belleza	O
y	O
en	O
ingenio	O
singular	O
Quién	O
más	O
pudiera	O
imitar	O
su	O
pura	O
naturaleza	O
Pero	O
quién	O
es	O
el	O
dichoso	O
Es	O
Marcelo	O
de	O
Vivero	O
un	O
gallardo	O
caballero	O
un	O
mancebo	O
generoso	O
bien	O
visto	O
en	O
este	O
lugar	O
Ya	O
le	O
conozco	O
Ay	O
de	O
mí	O
Belisa	O
lo	O
quiere	O
ansí	O
y	O
no	O
lo	O
pienso	O
estorbar	O
Ni	O
era	O
Lisardo	O
acertado	O
casallos	O
es	O
lo	O
mejor	O
que	O
donde	O
es	O
tercero	O
amor	O
lo	O
más	O
está	O
concertado	O
liseo	O
fineo	O
liseo	O
fineo	O
liseo	O
fineo	O
liseo	O
fineo	O
Marcelo	O
se	O
ajusta	O
bien	O
a	O
vuestro	O
merecimiento	O
Sentislo	O
ansí	O
Ansí	O
lo	O
siento	O
conózcolo	O
y	O
sé	O
también	O
que	O
él	O
y	O
sus	O
padres	O
sirvieron	O
a	O
la	O
gran	O
casa	O
de	O
Sessa	O
Buena	O
ejecutoria	O
es	O
esa	O
Los	O
duques	O
le	O
ennoblecieron	O
Habeisle	O
hablado	O
A	O
eso	O
voy	O
seguro	O
de	O
que	O
seré	O
bien	O
recibido	O
Qué	O
haré	O
Por	O
darme	O
la	O
muerte	O
estoy	O
Mandáis	O
algo	O
Dios	O
os	O
guarde	O
[Váyase	O
Liseo]	O
Puertas	O
de	O
Belisa	O
ingrata	O
pues	O
más	O
que	O
Anaxarte	O
dura	O
corresponde	O
a	O
mi	O
esperanza	O
más	O
firme	O
que	O
aquel	O
mancebo	O
que	O
de	O
sus	O
ventanas	O
altas	O
colgó	O
la	O
vida	O
hoy	O
seré	O
Ifis	O
de	O
vuestras	O
ventanas	O
Parte	O
XI	O
celio	O
fineo	O
Y	O
ojalá	O
que	O
vuelta	O
en	O
piedra	O
ardiera	O
Belisa	O
el	O
alma	O
de	O
tu	O
ingratitud	O
si	O
al	O
hielo	O
que	O
tiene	O
un	O
infierno	O
basta	O
Si	O
queréis	O
enterneceros	O
piedras	O
linteles	O
y	O
jambas	O
yo	O
os	O
diré	O
toda	O
mi	O
historia	O
bañando	O
el	O
papel	O
en	O
agua	O
Oíd	O
rejas	O
oíd	O
balcones	O
Qué	O
es	O
lo	O
que	O
dices	O
Repara	O
en	O
la	O
gente	O
que	O
te	O
escucha	O
Por	O
qué	O
me	O
has	O
muerto	O
sin	O
causa	O
Quisísteme	O
estando	O
ausente	O
tu	O
amor	O
Belisa	O
en	O
Italia	B
vino	O
a	O
España	B
al	O
fin	O
me	O
olvidas	O
Oh	O
nunca	O
viniera	O
a	O
España	B-LOC
Pluguiera	O
a	O
Dios	O
que	O
el	O
Alférez	O
a	O
quien	O
detuve	O
la	O
espada	O
le	O
diera	O
muerte	O
aquel	O
día	O
que	O
entró	O
aquel	O
día	O
en	O
su	O
casa	O
Yo	O
tuve	O
la	O
culpa	O
yo	O
Fineo	O
ya	O
que	O
las	O
ansias	O
de	O
tu	O
amor	O
a	O
esto	O
te	O
obligan	O
en	O
otra	O
parte	O
las	O
pasa	O
Vamos	O
a	O
casa	O
o	O
al	O
campo	O
da	O
voces	O
en	O
él	O
descansa	O
Pero	O
aquí	O
Déjame	O
Celio	O
pues	O
me	O
estorbas	O
y	O
me	O
matas	O
Qué	O
casa	O
o	O
campo	O
ha	O
de	O
haber	O
que	O
me	O
alivie	O
en	O
pena	O
tanta	O
si	O
es	O
todo	O
para	O
los	O
tristes	O
duro	O
campo	O
de	O
batalla	O
celio	O
fineo	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fineo	O
marcelo	O
Que	O
librase	O
yo	O
a	O
Marcelo	O
contra	O
la	O
amistad	O
jurada	O
de	O
un	O
hombre	O
como	O
el	O
Alférez	O
vive	O
Dios	O
que	O
es	O
justa	O
paga	O
de	O
mi	O
necia	O
cortesía	O
Belisa	O
ya	O
que	O
te	O
casas	O
conoce	O
que	O
esto	O
me	O
debes	O
Salen	O
Marcelo	O
y	O
Fabio	O
Aquí	O
de	O
Belisa	O
tratan	O
Siempre	O
trae	O
en	O
los	O
oídos	O
el	O
nombre	O
amado	O
quien	O
ama	O
como	O
el	O
que	O
ha	O
estado	O
en	O
la	O
cárcel	O
que	O
por	O
muchos	O
días	O
anda	O
oyendo	O
el	O
son	O
de	O
los	O
grillos	O
Fineo	O
es	O
este	O
Qué	O
aguarda	O
a	O
la	O
puerta	O
de	O
Belisa	O
Cosa	O
que	O
fuese	O
la	O
causa	O
de	O
los	O
celos	O
que	O
he	O
tenido	O
Fineo	O
Es	O
Marcelo	O
Abraza	O
el	O
hombre	O
amigo	O
Fineo	O
que	O
con	O
mayor	O
confïanza	O
puedes	O
de	O
su	O
obligación	O
y	O
conociendo	O
que	O
es	O
tanta	O
ocúpame	O
en	O
tu	O
servicio	O
que	O
bien	O
sé	O
que	O
es	O
corta	O
paga	O
la	O
vida	O
el	O
alma	O
la	O
hacienda	O
que	O
la	O
hacienda	O
aunque	O
no	O
iguala	O
a	O
estas	O
dos	O
tal	O
está	O
el	O
mundo	O
Parte	O
XI	O
fineo	O
que	O
el	O
amigo	O
que	O
se	O
halla	O
que	O
la	O
pierda	O
por	O
su	O
amigo	O
bien	O
merece	O
eterna	O
fama	O
gasten	O
versos	O
los	O
poetas	O
en	O
su	O
divina	O
alabanza	O
Y	O
para	O
que	O
sepas	O
tú	O
si	O
soy	O
de	O
estos	O
prueba	O
el	O
alma	O
en	O
la	O
voluntad	O
la	O
vida	O
en	O
la	O
sangre	O
y	O
la	O
esperanza	O
en	O
la	O
hacienda	O
que	O
de	O
todas	O
puedes	O
tener	O
la	O
que	O
basta	O
para	O
saber	O
que	O
sabré	O
hacer	O
obras	O
las	O
palabras	O
A	O
tantos	O
ofrecimientos	O
para	O
responder	O
me	O
faltan	O
pero	O
aseguraros	O
puedo	O
de	O
que	O
en	O
esa	O
confïanza	O
os	O
diré	O
que	O
me	O
ha	O
pesado	O
de	O
que	O
fuese	O
mi	O
desgracia	O
tal	O
que	O
amase	O
yo	O
a	O
la	O
prenda	O
que	O
es	O
de	O
vos	O
tan	O
estimada	O
Quisiera	O
no	O
haber	O
nacido	O
antes	O
que	O
ver	O
que	O
se	O
casa	O
con	O
vos	O
pesándome	O
a	O
mí	O
que	O
el	O
amistad	O
limpia	O
y	O
santa	O
en	O
los	O
bienes	O
del	O
amigo	O
se	O
alegra	O
y	O
ha	O
de	O
ser	O
falsa	O
la	O
mía	O
forzosamente	O
pues	O
vivos	O
celos	O
me	O
abrasan	O
Yo	O
os	O
dije	O
como	O
sabéis	O
Fineo	O
en	O
aquella	O
casa	O
que	O
amaba	O
a	O
cierta	O
Belisa	O
antes	O
que	O
me	O
fuese	O
a	O
Italia	B-LOC
Y	O
que	O
por	O
hallar	O
volviendo	O
marcelo	O
fineo	O
marcelo	O
fineo	O
marcelo	O
fineo	O
marcelo	O
fineo	O
marcelo	O
fineo	O
marcelo	O
fineo	O
marcelo	O
de	O
su	O
amor	O
tanta	O
mudanza	O
quise	O
a	O
Rosela	O
Rosela	O
de	O
aquel	O
mi	O
enemigo	O
hermana	O
Pero	O
si	O
vos	O
la	O
queréis	O
haré	O
tan	O
poco	O
en	O
dejalla	O
que	O
no	O
hablaré	O
más	O
en	O
ella	O
Yo	O
a	O
Rosela	O
Imaginaba	O
que	O
el	O
amistad	O
del	O
Alférez	O
sería	O
por	O
esa	O
causa	O
que	O
se	O
usa	O
en	O
este	O
lugar	O
andar	O
siempre	O
los	O
que	O
agravian	O
unidos	O
con	O
los	O
que	O
sufren	O
Mis	O
desventuras	O
qué	O
aguardan	O
que	O
no	O
os	O
dicen	O
la	O
verdad	O
Para	O
qué	O
mis	O
celos	O
callan	O
Habéis	O
topado	O
a	O
Liseo	O
No	O
Pues	O
a	O
buscaros	O
anda	O
para	O
casaros	O
Con	O
quién	O
Con	O
quien	O
Con	O
su	O
bella	O
hermana	O
Con	O
Belisa	O
Con	O
Belisa	O
Luego	O
sois	O
a	O
quien	O
amaba	O
mientras	O
estuve	O
en	O
Milán	B-LOC
Soy	O
a	O
quien	O
el	O
tiempo	O
engaña	O
como	O
a	O
muchos	O
que	O
en	O
mujer	O
han	O
puesto	O
sus	O
confïanzas	O
Pues	O
vive	O
Dios	O
que	O
ha	O
de	O
ver	O
amor	O
la	O
mayor	O
hazaña	O
de	O
amistad	O
que	O
ha	O
visto	O
el	O
mundo	O
Yo	O
no	O
os	O
podré	O
dar	O
palabra	O
de	O
que	O
no	O
amaré	O
a	O
Belisa	O
que	O
es	O
carácter	O
en	O
el	O
alma	O
mas	O
si	O
me	O
busca	O
Liseo	O
Parte	O
XI	O
fineo	O
marcelo	O
fineo	O
celio	O
fineo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
y	O
este	O
casamiento	O
trata	O
no	O
me	O
hallará	O
porque	O
pienso	O
hacer	O
a	O
Irún	B-LOC
mi	O
jornada	O
sirviendo	O
al	O
duque	O
de	O
Sessa	O
que	O
al	O
gran	O
príncipe	O
acompaña	O
de	O
Lerma	O
y	O
Denia	O
y	O
con	O
esto	O
yo	O
os	O
cumpliré	O
la	O
palabra	O
Vos	O
en	O
mi	O
ausencia	O
podréis	O
volver	O
Fineo	O
a	O
su	O
gracia	O
y	O
ella	O
que	O
al	O
fin	O
es	O
mujer	O
hallará	O
bastante	O
causa	O
para	O
poderse	O
mudar	O
y	O
más	O
ella	O
que	O
es	O
tan	O
varia	O
que	O
no	O
hay	O
veleta	O
en	O
el	O
viento	O
que	O
sepa	O
tantas	O
mudanzas	O
Eso	O
no	O
es	O
justo	O
Dejadme	O
aquí	O
enfrente	O
de	O
su	O
casa	O
que	O
yo	O
os	O
hablaré	O
despacio	O
antes	O
que	O
a	O
Burgos	B-LOC
me	O
parta	O
Vamos	O
Celio	O
Qué	O
te	O
ha	O
dicho	O
Es	O
historia	O
larga	O
Vase	O
[Fineo	O
con	O
Celio]	O
Qué	O
hay	O
de	O
nuevo	O
Que	O
hoy	O
me	O
voy	O
y	O
a	O
lo	O
más	O
largo	O
mañana	O
Dónde	O
A	O
Burgos	B-LOC
con	O
el	O
Duque	O
Marcelo	O
fabio	O
Esa	O
sí	O
que	O
es	O
buena	O
traza	O
de	O
olvidar	O
Vamos	O
señor	O
a	O
ver	O
la	O
ocasión	O
más	O
alta	O
que	O
España	B-LOC
y	O
Francia	B-LOC
han	O
tenido	O
juntándose	O
España	B-LOC
y	O
Francia	B-LOC
El	O
de	O
Sessa	O
mi	O
señor	O
con	O
ostentación	O
que	O
iguala	O
al	O
valor	O
de	O
sus	O
abuelos	O
sale	O
de	O
Madrid	B
mañana	O
Vamos	O
a	O
ver	O
las	O
entregas	O
de	O
las	O
estrellas	O
trocadas	O
sobre	O
las	O
aguas	O
del	O
río	O
último	O
confín	O
de	O
España	B-LOC
Ahórquese	O
amor	O
Ahórquese	O
que	O
yo	O
dejaré	O
en	O
las	O
aguas	O
del	O
mar	O
de	O
España	B-LOC
su	O
fuego	O
Viva	O
treinta	O
veces	O
Francia	B-LOC
Salen	O
Inés	O
y	O
Belisa	O
A	O
la	O
voz	O
nueva	O
en	O
mi	O
oído	O
salgo	O
conociendo	O
Fabio	O
que	O
es	O
tuya	O
Si	O
en	O
él	O
ha	O
sido	O
tan	O
dulce	O
como	O
en	O
mi	O
labio	O
justa	O
disculpa	O
has	O
tenido	O
marcelo	O
fabio	O
belisa	O
fabio	O
belisa	O
fabio	O
belisa	O
marcelo	O
belisa	O
marcelo	O
belisa	O
marcelo	O
belisa	O
marcelo	O
belisa	O
marcelo	O
belisa	O
marcelo	O
Va	O
Marcelo	O
mi	O
señor	O
con	O
su	O
dueño	O
a	O
Burgos	B-LOC
Hoy	O
pienso	O
Cuándo	O
Parte	O
XI	O
Bravo	O
rigor	O
El	O
tuyo	O
me	O
está	O
forzando	O
y	O
un	O
noble	O
competidor	O
En	O
fin	O
vas	O
a	O
la	O
jornada	O
Con	O
el	O
Duque	O
a	O
Burgos	B-LOC
voy	O
Al	O
Duque	O
estoy	O
obligada	O
pues	O
por	O
Su	O
Excelencia	O
estoy	O
de	O
tu	O
amor	O
desengañada	O
Has	O
hablado	O
con	O
Liseo	O
Sé	O
que	O
me	O
andaba	O
a	O
buscar	O
Y	O
sabes	O
mi	O
buen	O
deseo	O
O	O
para	O
no	O
te	O
casar	O
tan	O
de	O
camino	O
te	O
veo	O
Fineo	O
es	O
hombre	O
de	O
bien	O
con	O
él	O
estarás	O
mejor	O
yo	O
en	O
fin	O
me	O
voy	O
Haces	O
bien	O
Ni	O
tú	O
agradeces	O
mi	O
amor	O
ni	O
yo	O
entiendo	O
tu	O
desdén	O
El	O
de	O
Sessa	O
me	O
ha	O
mandado	O
irle	O
a	O
servir	O
Obligado	O
estás	O
yo	O
no	O
te	O
replico	O
solamente	O
te	O
suplico	O
te	O
acuerdes	O
que	O
me	O
has	O
dejado	O
Mientras	O
yo	O
tuviere	O
vida	O
segura	O
la	O
tuya	O
quede	O
y	O
aunque	O
el	O
alma	O
se	O
divida	O
en	O
ella	O
irás	O
pues	O
no	O
puede	O
ser	O
de	O
belisa	O
marcelo	O
belisa	O
marcelo	O
belisa	O
Mira	O
si	O
en	O
esta	O
ocasión	O
en	O
algo	O
puedo	O
servirte	O
si	O
a	O
Francia	B-LOC
llego	O
es	O
razón	O
que	O
pidas	O
Quiero	O
pedirte	O
Qué	O
Belisa	O
El	O
corazón	O
Digo	O
de	O
otras	O
niñerías	O
randas	O
estuches	O
espejos	O
relojes	O
Medir	O
querías	O
Marcelo	O
estando	O
tan	O
lejos	O
las	O
horas	O
de	O
tales	O
días	O
Vete	O
pues	O
mi	O
amor	O
ignoras	O
o	O
tu	O
engaño	O
sobredoras	O
dando	O
al	O
no	O
poder	O
sufrillas	O
relojes	O
para	O
medillas	O
cuando	O
me	O
quitas	O
las	O
horas	O
Pues	O
espejos	O
para	O
qué	O
Yo	O
siempre	O
en	O
ti	O
me	O
miré	O
luego	O
estaba	O
en	O
tu	O
presencia	O
aunque	O
es	O
espejo	O
el	O
ausencia	O
donde	O
la	O
verdad	O
se	O
ve	O
Pues	O
estuches	O
a	O
qué	O
efeto	O
Yo	O
no	O
me	O
pienso	O
matar	O
Lo	O
que	O
es	O
randas	O
te	O
prometo	O
que	O
si	O
las	O
llego	O
a	O
asentar	O
o	O
me	O
canso	O
o	O
me	O
inquïeto	O
y	O
maldigo	O
a	O
los	O
primeros	O
que	O
trataron	O
de	O
inventallas	O
marcelo	O
belisa	O
Por	O
qué	O
Por	O
malos	O
agüeros	O
si	O
me	O
acuerdo	O
al	O
asentallas	O
que	O
se	O
hacen	O
de	O
majaderos	O
Así	O
que	O
no	O
traigas	O
nada	O
ni	O
aun	O
a	O
ti	O
si	O
puede	O
ser	O
pues	O
es	O
lo	O
que	O
más	O
me	O
enfada	O
y	O
no	O
hay	O
para	O
qué	O
volver	O
pues	O
has	O
de	O
hallarme	O
mudada	O
Váyase	O
Belisa	O
Eso	O
juro	O
yo	O
por	O
Dios	O
Oye	O
no	O
hablamos	O
los	O
dos	O
Qué	O
quiere	O
el	O
que	O
ya	O
se	O
va	O
Qué	O
he	O
de	O
traerla	O
de	O
allá	O
Mucho	O
romadizo	O
y	O
tos	O
Présteme	O
para	O
traello	O
su	O
pecho	O
señora	O
Inés	O
verá	O
lo	O
que	O
traigo	O
de	O
ello	O
mas	O
pues	O
al	O
confín	O
francés	O
voy	O
como	O
galgo	O
del	O
cuello	O
Dígame	O
cuál	O
qué	O
encomienda	O
Que	O
a	O
nadie	O
le	O
dé	O
la	O
paz	O
aunque	O
la	O
costumbre	O
ofenda	O
Yo	O
le	O
guardaré	O
la	O
faz	O
a	O
título	O
de	O
su	O
prenda	O
Oye	O
si	O
a	O
Vizcaya	B-LOC
va	O
tráigame	O
un	O
poco	O
de	O
dicha	O
Parte	O
XI	O
marcelo	O
fabio	O
inés	O
fabio	O
inés	O
fabio	O
inés	O
fabio	O
inés	O
Váyase	O
Inés	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
alférez	O
rosela	O
alférez	O
rosela	O
alférez	O
rosela	O
alférez	O
Nobleza	O
y	O
lealtad	O
dirá	O
Hay	O
más	O
notable	O
desdicha	O
Calla	O
que	O
por	O
bien	O
será	O
Bien	O
o	O
mal	O
yo	O
he	O
de	O
cumplir	O
mi	O
obligación	O
o	O
morir	O
Qué	O
galas	O
has	O
de	O
llevar	O
Si	O
me	O
llevan	O
a	O
enterrar	O
qué	O
me	O
tengo	O
de	O
vestir	O
Deja	O
locuras	O
cansadas	O
Yo	O
me	O
voy	O
por	O
mis	O
jornadas	O
a	O
la	O
muerte	O
Oh	O
moscatel	O
Vivan	O
Ana	O
y	O
Isabel	O
las	O
dos	O
estrellas	O
trocadas	O
[Váyanse	O
Fabio	O
y	O
Marcelo]	O
Salen	O
Lisardo	O
y	O
Rosela	O
Debajo	O
de	O
juramento	O
te	O
he	O
contado	O
lo	O
que	O
pasa	O
Que	O
hay	O
tesoro	O
en	O
nuestra	O
casa	O
Con	O
nuestro	O
viejo	O
avariento	O
este	O
mancebo	O
engañado	O
han	O
hecho	O
el	O
concierto	O
En	O
fin	O
fingen	O
hacer	O
un	O
jardín	O
para	O
tenerle	O
cerrado	O
Quieren	O
con	O
esa	O
invención	O
sacar	O
el	O
oro	O
encubierto	O
Pues	O
tú	O
tiéneslo	O
por	O
cierto	O
Los	O
moros	O
de	O
la	O
espulsión	O
dicen	O
que	O
en	O
España	B-LOC
dejan	O
Parte	O
XI	O
rosela	O
alférez	O
rosela	O
alférez	O
gran	O
número	O
de	O
doblones	O
porque	O
no	O
los	O
corazones	O
sino	O
los	O
cuerpos	O
alejan	O
y	O
pensando	O
que	O
algún	O
día	O
los	O
podrán	O
volver	O
a	O
ver	O
más	O
los	O
quieren	O
esconder	O
que	O
perderlos	O
Ser	O
podría	O
Mas	O
dónde	O
supo	O
Marcelo	O
este	O
secreto	O
En	O
Milán	B-LOC
Pocos	O
secretos	O
lo	O
están	O
Lisardo	O
al	O
tiempo	O
y	O
al	O
cielo	O
Muy	O
cierto	O
debe	O
de	O
ser	O
pues	O
Marcelo	O
se	O
disfraza	O
Habrán	O
buscado	O
esa	O
traza	O
por	O
no	O
darse	O
a	O
conocer	O
Otra	O
vez	O
Rosela	O
mía	O
te	O
encomiendo	O
este	O
secreto	O
a	O
Dios	O
[Váyase	O
el	O
Alférez]	O
No	O
es	O
hombre	O
discreto	O
el	O
que	O
de	O
mujer	O
los	O
fía	O
Qué	O
te	O
parece	O
de	O
haber	O
fingido	O
Marcelo	O
amor	O
para	O
encubrirse	O
mejor	O
Que	O
no	O
seré	O
yo	O
mujer	O
si	O
de	O
él	O
y	O
del	O
bellacón	O
que	O
con	O
los	O
tiestos	O
venía	O
no	O
me	O
vengare	O
algún	O
día	O
Hay	O
más	O
estraña	O
invención	O
Oro	O
encubierto	O
buscaba	O
rosela	O
clara	O
rosela	O
clara	O
rosela	O
clara	O
rosela	O
Como	O
Juan	O
de	O
Leganés	B-LOC
venía	O
vestido	O
Andrés	O
y	O
las	O
estrellas	O
contaba	O
Toma	O
los	O
tiestos	O
y	O
así	O
con	O
los	O
claveles	O
los	O
echa	O
por	O
la	O
ventana	O
Aprovecha	O
de	O
alguna	O
venganza	O
Sí	O
que	O
de	O
quien	O
traición	O
me	O
hacía	O
y	O
con	O
engaños	O
me	O
abrasa	O
no	O
ha	O
de	O
quedar	O
en	O
mi	O
casa	O
esperanza	O
ni	O
alegría	O
la	O
alegría	O
en	O
la	O
color	O
y	O
la	O
esperanza	O
en	O
lo	O
verde	O
para	O
que	O
jamás	O
se	O
acuerde	O
de	O
su	O
memoria	O
mi	O
amor	O
Sale	O
Otavio	O
Es	O
este	O
mi	O
padre	O
Él	O
es	O
Corrida	O
estoy	O
No	O
ha	O
venido	O
Andrés	O
Qué	O
Andrés	O
el	O
fingido	O
Pues	O
era	O
fingido	O
Andrés	O
Hazte	O
de	O
nuevas	O
conmigo	O
Ya	O
sé	O
todo	O
lo	O
que	O
pasa	O
Pues	O
hay	O
traición	O
en	O
mi	O
casa	O
Traición	O
tratada	O
contigo	O
clara	O
rosela	O
otavio	O
rosela	O
otavio	O
rosela	O
otavio	O
rosela	O
otavio	O
rosela	O
otavio	O
clara	O
rosela	O
otavio	O
rosela	O
otavio	O
Conmigo	O
Donaire	O
tienes	O
si	O
en	O
forma	O
de	O
jardinero	O
entra	O
en	O
ella	O
un	O
caballero	O
Con	O
ese	O
descuido	O
vienes	O
Luego	O
no	O
es	O
aquéste	O
Andrés	O
de	O
Leganés	B-LOC
labrador	O
De	O
Leganés	B-LOC
es	O
señor	O
pero	O
es	O
Juan	O
de	O
Leganés	B-LOC
Estáis	O
los	O
dos	O
concertados	O
de	O
fingir	O
aqueste	O
huerto	O
porque	O
hay	O
en	O
él	O
encubierto	O
casi	O
un	O
millón	O
de	O
ducados	O
que	O
dejaron	O
escondido	O
los	O
moros	O
de	O
la	O
Expulsión	O
y	O
con	O
disimulación	O
niegas	O
que	O
le	O
has	O
conocido	O
Oro	O
de	O
moros	O
aquí	O
Aquí	O
muy	O
finos	O
doblones	O
Basta	O
que	O
las	O
invenciones	O
son	O
para	O
engañarme	O
a	O
mí	O
Que	O
sin	O
duda	O
el	O
caballero	O
contra	O
su	O
noble	O
decoro	O
pretendió	O
buscar	O
el	O
oro	O
Gran	O
fuerza	O
tiene	O
el	O
dinero	O
no	O
en	O
balde	O
el	O
sol	O
le	O
escondió	O
en	O
las	O
venas	O
de	O
la	O
tierra	O
Pues	O
si	O
mi	O
casa	O
le	O
encierra	O
su	O
labrador	O
seré	O
yo	O
Hoy	O
amanece	O
la	O
dicha	O
en	O
ella	O
si	O
a	O
caso	O
Andrés	O
rosela	O
otavio	O
rosela	O
otavio	O
rosela	O
otavio	O
alférez	O
otavio	O
este	O
villano	O
o	O
quién	O
es	O
me	O
viene	O
a	O
buscar	O
por	O
dicha	O
en	O
mi	O
escritorio	O
dirás	O
Clara	O
que	O
estoy	O
Hay	O
fortuna	O
como	O
la	O
mía	O
si	O
alguna	O
pudo	O
igualarle	O
jamás	O
No	O
ha	O
de	O
quedar	O
en	O
mi	O
casa	O
cueva	O
o	O
sótano	O
hasta	O
el	O
centro	O
se	O
ha	O
de	O
abrir	O
y	O
buscar	O
dentro	O
Hay	O
tal	O
engaño	O
Esto	O
pasa	O
En	O
forma	O
de	O
labrador	O
venís	O
a	O
buscar	O
dinero	O
Pues	O
perdonad	O
caballero	O
que	O
para	O
el	O
dueño	O
es	O
mejor	O
Quién	O
te	O
lo	O
ha	O
dicho	O
Mi	O
hermano	O
que	O
allá	O
se	O
supo	O
en	O
Milán	B-LOC
Luego	O
de	O
concierto	O
están	O
No	O
sé	O
mas	O
será	O
muy	O
llano	O
Éntrate	O
y	O
pregunta	O
allá	O
si	O
ha	O
venido	O
Andrés	O
Yo	O
voy	O
[Váyase	O
Rosela]	O
Loco	O
de	O
contento	O
estoy	O
Sale	O
el	O
Alférez	O
Ya	O
mi	O
padre	O
solo	O
está	O
De	O
en	O
casa	O
del	O
mercader	O
vienen	O
por	O
aquel	O
dinero	O
de	O
mis	O
vestidos	O
No	O
quiero	O
darlo	O
ni	O
aun	O
te	O
quiero	O
ver	O
alférez	O
otavio	O
alférez	O
otavio	O
alférez	O
otavio	O
alférez	O
otavio	O
alférez	O
No	O
me	O
mandaste	O
sacar	O
vestidos	O
negros	O
Si	O
tienes	O
oro	O
qué	O
buscando	O
vienes	O
Mejor	O
lo	O
podrás	O
pagar	O
Bien	O
dices	O
que	O
en	O
el	O
soldado	O
oro	O
las	O
heridas	O
son	O
pues	O
es	O
el	O
de	O
la	O
opinión	O
más	O
que	O
el	O
del	O
sol	O
estimado	O
Esto	O
traigo	O
de	O
Milán	B-LOC
que	O
soy	O
tu	O
hijo	O
mas	O
oro	O
que	O
corra	O
de	O
qué	O
tesoro	O
De	O
los	O
que	O
en	O
el	O
huerto	O
están	O
Vienes	O
tú	O
con	O
el	O
soldado	O
que	O
en	O
forma	O
de	O
labrador	O
me	O
engaña	O
a	O
buscar	O
mejor	O
el	O
tesoro	O
en	O
él	O
guardado	O
y	O
pídesme	O
a	O
mí	O
dinero	O
Quién	O
te	O
lo	O
ha	O
dicho	O
Tu	O
hermana	O
La	O
más	O
cuerda	O
al	O
fin	O
de	O
lana	O
Advierte	O
por	O
Dios	O
Parte	O
XI	O
Váyase	O
En	O
la	O
plaza	O
da	O
voces	O
libremente	O
y	O
con	O
su	O
mano	O
sus	O
delitos	O
firma	O
falsa	O
proposición	O
delante	O
afirma	O
del	O
vulgo	O
que	O
le	O
escucha	O
atentamente	O
No	O
quiero	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
De	O
una	O
casada	O
es	O
loco	O
pretendiente	O
y	O
en	O
públicos	O
lugares	O
lo	O
confirma	O
en	O
blanco	O
ha	O
dado	O
a	O
su	O
enemigo	O
firma	O
o	O
quiere	O
siendo	O
infame	O
honrar	O
la	O
frente	O
A	O
todos	O
sus	O
crïados	O
dio	O
la	O
llave	O
de	O
papeles	O
ocultos	O
que	O
tenía	O
imprimió	O
su	O
ignorancia	O
el	O
que	O
no	O
sabe	O
De	O
colores	O
se	O
viste	O
en	O
claro	O
día	O
o	O
siendo	O
mal	O
nacido	O
ha	O
dado	O
en	O
grave	O
quien	O
su	O
secreto	O
de	O
mujer	O
confía	O
[Váyase	O
el	O
Alférez]	O
Salen	O
Marcelo	O
y	O
Fabio	O
A	O
Burgos	B
llegado	O
habemos	O
Famosa	O
ciudad	O
La	O
silla	O
y	O
cabeza	O
de	O
Castilla	B-LOC
La	O
corte	O
en	O
ella	O
tenemos	O
no	O
falta	O
señor	O
o	O
amigo	O
Esta	O
no	O
puede	O
llamarse	O
ausencia	O
No	O
es	O
ausentarse	O
traerse	O
a	O
Madrid	B-LOC
consigo	O
Ver	O
del	O
Rey	O
tantos	O
crïados	O
mercaderes	O
y	O
guanteros	O
sastres	O
y	O
de	O
otros	O
oficios	O
a	O
quién	O
no	O
causa	O
contento	O
que	O
de	O
los	O
de	O
su	O
persona	O
es	O
infinito	O
el	O
proceso	O
A	O
los	O
músicos	O
de	O
cámara	O
topé	O
Por	O
Dios	O
que	O
me	O
huelgo	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
que	O
decían	O
que	O
el	O
mejor	O
que	O
el	O
mismo	O
Apolo	O
era	O
muerto	O
También	O
he	O
visto	O
a	O
Belardo	O
que	O
decían	O
que	O
por	O
medio	O
se	O
había	O
quebrado	O
un	O
brazo	O
y	O
debió	O
de	O
ser	O
del	O
peso	O
de	O
lo	O
que	O
tiene	O
en	O
las	O
manos	O
pues	O
es	O
más	O
que	O
todo	O
el	O
cielo	O
Hay	O
en	O
